Atlas ID,Original Title,Alternate Titles,ISWC,Chain ID,Chain,IP Name,IPI Name Number,IPI Base Number,IP role,PER Own,PER Soc,MEC Own,MEC Soc,Performers
AW0PIQRG,RAIVA PASSA,,T3019991283,C,,CALEB DIAS CARDOSO JUNIOR,00783888567,I-004217914-4,CA,"25,00",ASSIM (219),"0,00",ASSIM (219),RAY
AW0PIQRG,RAIVA PASSA,,T3019991283,D,,LUIZ FELIPE AMORIM DO NASCIMENTO,00850238057,I-004645435-5,CA,"25,00",ASSIM (219),"0,00",ASSIM (219),RAY
AW0PIQRG,RAIVA PASSA,,T3019991283,B,A,CAIO DJAY PRODUCAO MUSICAL LTDA,01331618182,I-007524622-7,E,"16,67",SBACEM (066),"33,34",SBACEM (066),RAY
AW0PIQRG,RAIVA PASSA,,T3019991283,E,C,CALEB DIAS CARDOSO JUNIOR LTDA,01219061971,I-006784594-5,E,"8,33",SBACEM (066),"0,00",SBACEM (066),RAY
AW0PIQRG,RAIVA PASSA,,T3019991283,F,D,FM EDIÇÕES MUSICAIS LTDA,AP0AD27H,,E,"8,33",Non-IPI (999),"0,00",Non-IPI (999),RAY
AW0PIQRG,RAIVA PASSA,,T3019991283,G,,MUSICA 360 EDITORA LTDA,01328827822,I-007506197-9,AM,"0,00",SBACEM (066),"66,66",SBACEM (066),RAY
AW0PIQR4,QUANDO TE BEIJEI,,T0403470176,A,,CAIO CESAR VASCONCELOS DE ARAUJO,00767253709,I-004110423-6,CA,"12,50",ASSIM (219),"0,00",ASSIM (219),
AW0PIQR4,QUANDO TE BEIJEI,,T0403470176,B,,JOSE JOSE ROQUE DE MACENA FILHO,00813920648,I-004411464-7,CA,"25,00",SBACEM (066),"25,00",SBACEM (066),
AW0PIQR4,QUANDO TE BEIJEI,,T0403470176,C,,LUIZ FELIPE AMORIM DO NASCIMENTO,00850238057,I-004645435-5,CA,"25,00",ASSIM (219),"25,00",ASSIM (219),
AW0PIQR4,QUANDO TE BEIJEI,,T0403470176,D,,ADRIANO RENER VIEIRA DE OLIVEIRA,00690472919,I-003625930-8,CA,"20,00",SBACEM (066),"20,00",SBACEM (066),
AW0PIQR4,QUANDO TE BEIJEI,,T0403470176,E,,DNA EDITORA LTDA,01151198177,I-006330795-7,E,"5,00",ASSIM (219),"5,00",ASSIM (219),
AW0PIQR4,QUANDO TE BEIJEI,,T0403470176,F,,SONY MUSIC PUBLISHING (BRAZIL) EDICOES MUSICAIS LTDA,01086263352,I-000106752-1,AM,"0,00",UBC (093),"0,00",NS (099),
AW0PIQR4,QUANDO TE BEIJEI,,T0403470176,G,A,CAIO DJAY PRODUCAO MUSICAL LTDA,01331618182,I-007524622-7,E,"12,50",SBACEM (066),"25,00",SBACEM (066),
AW0PIQRJ,OI PRA FARRA XAU PRA EX,,T9321472768,A,,CAIO CESAR VASCONCELOS DE ARAUJO,00767253709,I-004110423-6,CA,"10,00",ASSIM (219),"0,00",ASSIM (219),
AW0PIQRJ,OI PRA FARRA XAU PRA EX,,T9321472768,B,,ADRIANO RENER VIEIRA DE OLIVEIRA,00690472919,I-003625930-8,CA,"16,00",SBACEM (066),"16,00",SBACEM (066),
AW0PIQRJ,OI PRA FARRA XAU PRA EX,,T9321472768,C,,JOAO VICTOR SILVA VIEIRA,00897816170,I-004993375-5,CA,"15,00",SBACEM (066),"15,00",SBACEM (066),
AW0PIQRJ,OI PRA FARRA XAU PRA EX,,T9321472768,H,,CALEB DIAS CARDOSO JUNIOR,00783888567,I-004217914-4,CA,"15,00",ASSIM (219),"0,00",ASSIM (219),
AW0PIQRJ,OI PRA FARRA XAU PRA EX,,T9321472768,I,,LUIZ FELIPE AMORIM DO NASCIMENTO,00850238057,I-004645435-5,CA,"15,00",ASSIM (219),"0,00",ASSIM (219),
AW0PIQRJ,OI PRA FARRA XAU PRA EX,,T9321472768,D,,DNA EDITORA LTDA,01151198177,I-006330795-7,E,"4,00",ASSIM (219),"4,00",ASSIM (219),
AW0PIQRJ,OI PRA FARRA XAU PRA EX,,T9321472768,E,,JOAO VICTOR SILVA VIEIRA,01099234532,I-005991503-4,E,"5,00",SBACEM (066),"5,00",SBACEM (066),
AW0PIQRJ,OI PRA FARRA XAU PRA EX,,T9321472768,F,,SONY MUSIC PUBLISHING (BRAZIL) EDICOES MUSICAIS LTDA,01086263352,I-000106752-1,AM,"0,00",UBC (093),"0,00",NS (099),
AW0PIQRJ,OI PRA FARRA XAU PRA EX,,T9321472768,G,A,CAIO DJAY PRODUCAO MUSICAL LTDA,01331618182,I-007524622-7,E,"10,00",SBACEM (066),"20,00",SBACEM (066),
AW0PIQRJ,OI PRA FARRA XAU PRA EX,,T9321472768,J,H,CALEB DIAS CARDOSO JUNIOR LTDA,01219061971,I-006784594-5,E,"5,00",SBACEM (066),"0,00",SBACEM (066),
AW0PIQRJ,OI PRA FARRA XAU PRA EX,,T9321472768,K,I,FM EDIÇÕES MUSICAIS LTDA,AP0AD276,,E,"5,00",Non-IPI (999),"0,00",Non-IPI (999),
AW0PIQRJ,OI PRA FARRA XAU PRA EX,,T9321472768,L,,MUSICA 360 EDITORA LTDA,01328827822,I-007506197-9,AM,"0,00",SBACEM (066),"40,00",SBACEM (066),
AW0PIQRL,VIBE SURREAL,,T3009743373,A,,CAIO CESAR VASCONCELOS DE ARAUJO,00767253709,I-004110423-6,CA,"12,50",ASSIM (219),"0,00",ASSIM (219),NAIARA AZEVEDO
AW0PIQRL,VIBE SURREAL,,T3009743373,D,,CALEB DIAS CARDOSO JUNIOR,00783888567,I-004217914-4,CA,"18,75",ASSIM (219),"0,00",ASSIM (219),NAIARA AZEVEDO
AW0PIQRL,VIBE SURREAL,,T3009743373,E,,LUIZ FELIPE AMORIM DO NASCIMENTO,00850238057,I-004645435-5,CA,"18,75",ASSIM (219),"0,00",ASSIM (219),NAIARA AZEVEDO
AW0PIQRL,VIBE SURREAL,,T3009743373,F,,THALES ALLAN SANTOS HUMBERTO,00642967122,I-003319029-1,CA,"22,50",ABRAMUS (201),"22,50",ABRAMUS (201),NAIARA AZEVEDO
AW0PIQRL,VIBE SURREAL,,T3009743373,B,,NOSSA TURMA EDICOES MUSICAIS LTDA,00842582525,I-004592028-1,E,"2,50",ABRAMUS (201),"2,50",ABRAMUS (201),NAIARA AZEVEDO
AW0PIQRL,VIBE SURREAL,,T3009743373,C,A,CAIO DJAY PRODUCAO MUSICAL LTDA,01331618182,I-007524622-7,E,"12,50",SBACEM (066),"25,00",SBACEM (066),NAIARA AZEVEDO
AW0PIQRL,VIBE SURREAL,,T3009743373,G,D,CALEB DIAS CARDOSO JUNIOR LTDA,01219061971,I-006784594-5,E,"6,25",SBACEM (066),"0,00",SBACEM (066),NAIARA AZEVEDO
AW0PIQRL,VIBE SURREAL,,T3009743373,H,E,FM EDIÇÕES MUSICAIS LTDA,AP0AD40M,,E,"6,25",Non-IPI (999),"0,00",Non-IPI (999),NAIARA AZEVEDO
AW0PIQRL,VIBE SURREAL,,T3009743373,I,,MUSICA 360 EDITORA LTDA,01328827822,I-007506197-9,AM,"0,00",SBACEM (066),"50,00",SBACEM (066),NAIARA AZEVEDO
AW0PIQRQ,DEIXEI DE SER BANDIDA,,,A,,CAIO CESAR VASCONCELOS DE ARAUJO,00767253709,I-004110423-6,CA,"12,50",ASSIM (219),"0,00",ASSIM (219),
AW0PIQRQ,DEIXEI DE SER BANDIDA,,,B,,LUIZ FELIPE AMORIM DO NASCIMENTO,00850238057,I-004645435-5,CA,"25,00",ASSIM (219),"25,00",ASSIM (219),
AW0PIQRQ,DEIXEI DE SER BANDIDA,,,C,,CALEB DIAS CARDOSO JUNIOR,00783888567,I-004217914-4,CA,"25,00",ASSIM (219),"25,00",ASSIM (219),
AW0PIQRQ,DEIXEI DE SER BANDIDA,,,D,,CALEB DIAS CARDOSO JUNIOR,00783888567,I-004217914-4,CA,"25,00",ASSIM (219),"25,00",ASSIM (219),
AW0PIQRQ,DEIXEI DE SER BANDIDA,,,E,,CAIO DJAY PRODUCAO MUSICAL LTDA,01331618182,I-007524622-7,E,"12,50",SBACEM (066),"25,00",SBACEM (066),
AW0PIQQY,PLAY NO FDS,,T3056236881,A,,CAIO CESAR VASCONCELOS DE ARAUJO,00767253709,I-004110423-6,CA,"10,00",ASSIM (219),"0,00",ASSIM (219),NATHANZINHO
AW0PIQQY,PLAY NO FDS,,T3056236881,B,,ADRIANO RENER VIEIRA DE OLIVEIRA,00690472919,I-003625930-8,CA,"16,00",SBACEM (066),"16,00",SBACEM (066),NATHANZINHO
AW0PIQQY,PLAY NO FDS,,T3056236881,C,,JOAO VICTOR SILVA VIEIRA,00897816170,I-004993375-5,CA,"20,00",SBACEM (066),"20,00",SBACEM (066),NATHANZINHO
AW0PIQQY,PLAY NO FDS,,T3056236881,G,,CALEB DIAS CARDOSO JUNIOR,00783888567,I-004217914-4,CA,"15,00",ASSIM (219),"0,00",ASSIM (219),NATHANZINHO
AW0PIQQY,PLAY NO FDS,,T3056236881,H,,LUIZ FELIPE AMORIM DO NASCIMENTO,00850238057,I-004645435-5,CA,"15,00",ASSIM (219),"0,00",ASSIM (219),NATHANZINHO
AW0PIQQY,PLAY NO FDS,,T3056236881,D,,DNA EDITORA LTDA,01151198177,I-006330795-7,E,"4,00",ASSIM (219),"4,00",ASSIM (219),NATHANZINHO
AW0PIQQY,PLAY NO FDS,,T3056236881,E,,SONY MUSIC PUBLISHING (BRAZIL) EDICOES MUSICAIS LTDA,01086263352,I-000106752-1,AM,"0,00",UBC (093),"0,00",NS (099),NATHANZINHO
AW0PIQQY,PLAY NO FDS,,T3056236881,F,A,CAIO DJAY PRODUCAO MUSICAL LTDA,01331618182,I-007524622-7,E,"10,00",SBACEM (066),"20,00",SBACEM (066),NATHANZINHO
AW0PIQQY,PLAY NO FDS,,T3056236881,I,G,CALEB DIAS CARDOSO JUNIOR LTDA,01219061971,I-006784594-5,E,"5,00",SBACEM (066),"0,00",SBACEM (066),NATHANZINHO
AW0PIQQY,PLAY NO FDS,,T3056236881,J,H,FM EDIÇÕES MUSICAIS LTDA,AP0AD27A,,E,"5,00",Non-IPI (999),"0,00",Non-IPI (999),NATHANZINHO
AW0PIQQY,PLAY NO FDS,,T3056236881,K,,MUSICA 360 EDITORA LTDA,01328827822,I-007506197-9,AM,"0,00",SBACEM (066),"40,00",SBACEM (066),NATHANZINHO
AW0PIQR1,PODE SEGUIR SUA VIDA,,T9321472779,A,,CAIO CESAR VASCONCELOS DE ARAUJO,00767253709,I-004110423-6,CA,"12,50",ASSIM (219),"0,00",ASSIM (219),MATEUS SANTOS
AW0PIQR1,PODE SEGUIR SUA VIDA,,T9321472779,B,,ADRIANO RENER VIEIRA DE OLIVEIRA,00690472919,I-003625930-8,CA,"20,00",SBACEM (066),"20,00",SBACEM (066),MATEUS SANTOS
AW0PIQR1,PODE SEGUIR SUA VIDA,,T9321472779,F,,CALEB DIAS CARDOSO JUNIOR,00783888567,I-004217914-4,CA,"18,75",ASSIM (219),"0,00",ASSIM (219),MATEUS SANTOS
AW0PIQR1,PODE SEGUIR SUA VIDA,,T9321472779,G,,LUIZ FELIPE AMORIM DO NASCIMENTO,00850238057,I-004645435-5,CA,"18,75",ASSIM (219),"0,00",ASSIM (219),MATEUS SANTOS
AW0PIQR1,PODE SEGUIR SUA VIDA,,T9321472779,C,,DNA EDITORA LTDA,01151198177,I-006330795-7,E,"5,00",ASSIM (219),"5,00",ASSIM (219),MATEUS SANTOS
AW0PIQR1,PODE SEGUIR SUA VIDA,,T9321472779,D,,SONY MUSIC PUBLISHING (BRAZIL) EDICOES MUSICAIS LTDA,01086263352,I-000106752-1,AM,"0,00",UBC (093),"0,00",NS (099),MATEUS SANTOS
AW0PIQR1,PODE SEGUIR SUA VIDA,,T9321472779,E,A,CAIO DJAY PRODUCAO MUSICAL LTDA,01331618182,I-007524622-7,E,"12,50",SBACEM (066),"25,00",SBACEM (066),MATEUS SANTOS
AW0PIQR1,PODE SEGUIR SUA VIDA,,T9321472779,H,F,CALEB DIAS CARDOSO JUNIOR LTDA,01219061971,I-006784594-5,E,"6,25",SBACEM (066),"0,00",SBACEM (066),MATEUS SANTOS
AW0PIQR1,PODE SEGUIR SUA VIDA,,T9321472779,I,G,FM EDIÇÕES MUSICAIS LTDA,AP0AD27B,,E,"6,25",Non-IPI (999),"0,00",Non-IPI (999),MATEUS SANTOS
AW0PIQR1,PODE SEGUIR SUA VIDA,,T9321472779,J,,MUSICA 360 EDITORA LTDA,01328827822,I-007506197-9,AM,"0,00",SBACEM (066),"50,00",SBACEM (066),MATEUS SANTOS
AW0PIQRH,VOLTA POR CIMA,,T9321472826,A,,CAIO CESAR VASCONCELOS DE ARAUJO,00767253709,I-004110423-6,CA,"10,00",ASSIM (219),"0,00",ASSIM (219),JULIANA VALIATI/WALKIRIA SANTOS
AW0PIQRH,VOLTA POR CIMA,,T9321472826,B,,ADRIANO RENER VIEIRA DE OLIVEIRA,00690472919,I-003625930-8,CA,"16,00",SBACEM (066),"16,00",SBACEM (066),JULIANA VALIATI/WALKIRIA SANTOS
AW0PIQRH,VOLTA POR CIMA,,T9321472826,C,,JOAO VICTOR SILVA VIEIRA,00897816170,I-004993375-5,CA,"15,00",SBACEM (066),"15,00",SBACEM (066),JULIANA VALIATI/WALKIRIA SANTOS
AW0PIQRH,VOLTA POR CIMA,,T9321472826,H,,CALEB DIAS CARDOSO JUNIOR,00783888567,I-004217914-4,CA,"15,00",ASSIM (219),"0,00",ASSIM (219),JULIANA VALIATI/WALKIRIA SANTOS
AW0PIQRH,VOLTA POR CIMA,,T9321472826,I,,LUIZ FELIPE AMORIM DO NASCIMENTO,00850238057,I-004645435-5,CA,"15,00",ASSIM (219),"0,00",ASSIM (219),JULIANA VALIATI/WALKIRIA SANTOS
AW0PIQRH,VOLTA POR CIMA,,T9321472826,D,,DNA EDITORA LTDA,01151198177,I-006330795-7,E,"4,00",ASSIM (219),"4,00",ASSIM (219),JULIANA VALIATI/WALKIRIA SANTOS
AW0PIQRH,VOLTA POR CIMA,,T9321472826,E,,JOAO VICTOR SILVA VIEIRA,01099234532,I-005991503-4,E,"5,00",SBACEM (066),"5,00",SBACEM (066),JULIANA VALIATI/WALKIRIA SANTOS
AW0PIQRH,VOLTA POR CIMA,,T9321472826,F,,SONY MUSIC PUBLISHING (BRAZIL) EDICOES MUSICAIS LTDA,01086263352,I-000106752-1,AM,"0,00",UBC (093),"0,00",NS (099),JULIANA VALIATI/WALKIRIA SANTOS
AW0PIQRH,VOLTA POR CIMA,,T9321472826,G,A,CAIO DJAY PRODUCAO MUSICAL LTDA,01331618182,I-007524622-7,E,"10,00",SBACEM (066),"20,00",SBACEM (066),JULIANA VALIATI/WALKIRIA SANTOS
AW0PIQRH,VOLTA POR CIMA,,T9321472826,J,H,CALEB DIAS CARDOSO JUNIOR LTDA,01219061971,I-006784594-5,E,"5,00",SBACEM (066),"0,00",SBACEM (066),JULIANA VALIATI/WALKIRIA SANTOS
AW0PIQRH,VOLTA POR CIMA,,T9321472826,K,I,FM EDIÇÕES MUSICAIS LTDA,AP0AD40O,,E,"5,00",Non-IPI (999),"0,00",Non-IPI (999),JULIANA VALIATI/WALKIRIA SANTOS
AW0PIQRH,VOLTA POR CIMA,,T9321472826,L,,MUSICA 360 EDITORA LTDA,01328827822,I-007506197-9,AM,"0,00",SBACEM (066),"40,00",SBACEM (066),JULIANA VALIATI/WALKIRIA SANTOS
AW0PIQRI,VOLTA PRO SEU MO,,T3019991181,A,,CAIO CESAR VASCONCELOS DE ARAUJO,00767253709,I-004110423-6,CA,"10,00",ASSIM (219),"0,00",ASSIM (219),PEDRINHO PEGACAO
AW0PIQRI,VOLTA PRO SEU MO,,T3019991181,B,,ADRIANO RENER VIEIRA DE OLIVEIRA,00690472919,I-003625930-8,CA,"16,00",SBACEM (066),"16,00",SBACEM (066),PEDRINHO PEGACAO
AW0PIQRI,VOLTA PRO SEU MO,,T3019991181,C,,JOAO VICTOR SILVA VIEIRA,00897816170,I-004993375-5,CA,"15,00",SBACEM (066),"15,00",SBACEM (066),PEDRINHO PEGACAO
AW0PIQRI,VOLTA PRO SEU MO,,T3019991181,H,,CALEB DIAS CARDOSO JUNIOR,00783888567,I-004217914-4,CA,"15,00",ASSIM (219),"0,00",ASSIM (219),PEDRINHO PEGACAO
AW0PIQRI,VOLTA PRO SEU MO,,T3019991181,I,,LUIZ FELIPE AMORIM DO NASCIMENTO,00850238057,I-004645435-5,CA,"15,00",ASSIM (219),"0,00",ASSIM (219),PEDRINHO PEGACAO
AW0PIQRI,VOLTA PRO SEU MO,,T3019991181,D,,DNA EDITORA LTDA,01151198177,I-006330795-7,E,"4,00",ASSIM (219),"4,00",ASSIM (219),PEDRINHO PEGACAO
AW0PIQRI,VOLTA PRO SEU MO,,T3019991181,E,,JOAO VICTOR SILVA VIEIRA,01099234532,I-005991503-4,E,"5,00",SBACEM (066),"5,00",SBACEM (066),PEDRINHO PEGACAO
AW0PIQRI,VOLTA PRO SEU MO,,T3019991181,F,,SONY MUSIC PUBLISHING (BRAZIL) EDICOES MUSICAIS LTDA,01086263352,I-000106752-1,AM,"0,00",UBC (093),"0,00",NS (099),PEDRINHO PEGACAO
AW0PIQRI,VOLTA PRO SEU MO,,T3019991181,G,A,CAIO DJAY PRODUCAO MUSICAL LTDA,01331618182,I-007524622-7,E,"10,00",SBACEM (066),"20,00",SBACEM (066),PEDRINHO PEGACAO
AW0PIQRI,VOLTA PRO SEU MO,,T3019991181,J,H,CALEB DIAS CARDOSO JUNIOR LTDA,01219061971,I-006784594-5,E,"5,00",SBACEM (066),"0,00",SBACEM (066),PEDRINHO PEGACAO
AW0PIQRI,VOLTA PRO SEU MO,,T3019991181,K,I,FM EDIÇÕES MUSICAIS LTDA,AP0AD40P,,E,"5,00",Non-IPI (999),"0,00",Non-IPI (999),PEDRINHO PEGACAO
AW0PIQRI,VOLTA PRO SEU MO,,T3019991181,L,,MUSICA 360 EDITORA LTDA,01328827822,I-007506197-9,AM,"0,00",SBACEM (066),"40,00",SBACEM (066),PEDRINHO PEGACAO
AW0PIQRM,VUCO VUCO,,T0404559029,A,,CAIO CESAR VASCONCELOS DE ARAUJO,00767253709,I-004110423-6,CA,"10,00",ASSIM (219),"0,00",ASSIM (219),
AW0PIQRM,VUCO VUCO,,T0404559029,B,,ADRIANO RENER VIEIRA DE OLIVEIRA,00690472919,I-003625930-8,CA,"16,00",SBACEM (066),"16,00",SBACEM (066),
AW0PIQRM,VUCO VUCO,,T0404559029,C,,JOAO VICTOR SILVA VIEIRA,00897816170,I-004993375-5,CA,"15,00",SBACEM (066),"15,00",SBACEM (066),
AW0PIQRM,VUCO VUCO,,T0404559029,H,,CALEB DIAS CARDOSO JUNIOR,00783888567,I-004217914-4,CA,"15,00",ASSIM (219),"0,00",ASSIM (219),
AW0PIQRM,VUCO VUCO,,T0404559029,I,,LUIZ FELIPE AMORIM DO NASCIMENTO,00850238057,I-004645435-5,CA,"15,00",ASSIM (219),"0,00",ASSIM (219),
AW0PIQRM,VUCO VUCO,,T0404559029,D,,DNA EDITORA LTDA,01151198177,I-006330795-7,E,"4,00",ASSIM (219),"4,00",ASSIM (219),
AW0PIQRM,VUCO VUCO,,T0404559029,E,C,JOAO VICTOR SILVA VIEIRA,01099234532,I-005991503-4,E,"5,00",SBACEM (066),"5,00",SBACEM (066),
AW0PIQRM,VUCO VUCO,,T0404559029,F,,SONY MUSIC PUBLISHING (BRAZIL) EDICOES MUSICAIS LTDA,01086263352,I-000106752-1,AM,"0,00",UBC (093),"0,00",NS (099),
AW0PIQRM,VUCO VUCO,,T0404559029,G,A,CAIO DJAY PRODUCAO MUSICAL LTDA,01331618182,I-007524622-7,E,"10,00",SBACEM (066),"20,00",SBACEM (066),
AW0PIQRM,VUCO VUCO,,T0404559029,J,H,CALEB DIAS CARDOSO JUNIOR LTDA,01219061971,I-006784594-5,E,"5,00",SBACEM (066),"0,00",SBACEM (066),
AW0PIQRM,VUCO VUCO,,T0404559029,K,I,FM EDIÇÕES MUSICAIS LTDA,AP0AD40Q,,E,"5,00",Non-IPI (999),"0,00",Non-IPI (999),
AW0PIQRM,VUCO VUCO,,T0404559029,L,,MUSICA 360 EDITORA LTDA,01328827822,I-007506197-9,AM,"0,00",SBACEM (066),"40,00",SBACEM (066),
AW0PIQQU,PISARAVE,,T3056236905,A,,CAIO CESAR VASCONCELOS DE ARAUJO,00767253709,I-004110423-6,CA,"16,67",ASSIM (219),"0,00",ASSIM (219),FELIPE AMORIM
AW0PIQQU,PISARAVE,,T3056236905,C,,CALEB DIAS CARDOSO JUNIOR,00783888567,I-004217914-4,CA,"25,01",ASSIM (219),"0,00",ASSIM (219),FELIPE AMORIM
AW0PIQQU,PISARAVE,,T3056236905,D,,LUIZ FELIPE AMORIM DO NASCIMENTO,00850238057,I-004645435-5,CA,"25,00",ASSIM (219),"0,00",ASSIM (219),FELIPE AMORIM
AW0PIQQU,PISARAVE,,T3056236905,B,A,CAIO DJAY PRODUCAO MUSICAL LTDA,01331618182,I-007524622-7,E,"16,66",SBACEM (066),"33,33",SBACEM (066),FELIPE AMORIM
AW0PIQQU,PISARAVE,,T3056236905,E,C,CALEB DIAS CARDOSO JUNIOR LTDA,01219061971,I-006784594-5,E,"8,33",SBACEM (066),"0,00",SBACEM (066),FELIPE AMORIM
AW0PIQQU,PISARAVE,,T3056236905,F,D,FM EDIÇÕES MUSICAIS LTDA,AP0AD279,,E,"8,33",Non-IPI (999),"0,00",Non-IPI (999),FELIPE AMORIM
AW0PIQQU,PISARAVE,,T3056236905,G,,MUSICA 360 EDITORA LTDA,01328827822,I-007506197-9,AM,"0,00",SBACEM (066),"66,67",SBACEM (066),FELIPE AMORIM
AW0PIQRT,E BOM E EU GOSTO,,T9325037896,A,,CAIO CESAR VASCONCELOS DE ARAUJO,00767253709,I-004110423-6,CA,"10,00",ASSIM (219),"0,00",ASSIM (219),
AW0PIQRT,E BOM E EU GOSTO,,T9325037896,B,,SAYMON MARQUES DE SANTANA CARNEIRO,00776812600,I-004170700-8,CA,"20,00",UBC (093),"20,00",NS (099),
AW0PIQRT,E BOM E EU GOSTO,,T9325037896,C,,MATHEUS FERNANDES DE PAIVA,00849481984,I-004640093-3,CA,"20,00",UBC (093),"20,00",NS (099),
AW0PIQRT,E BOM E EU GOSTO,,T9325037896,E,,CALEB DIAS CARDOSO JUNIOR,00783888567,I-004217914-4,CA,"15,00",ASSIM (219),"0,00",ASSIM (219),
AW0PIQRT,E BOM E EU GOSTO,,T9325037896,F,,LUIZ FELIPE AMORIM DO NASCIMENTO,00850238057,I-004645435-5,CA,"15,00",ASSIM (219),"0,00",ASSIM (219),
AW0PIQRT,E BOM E EU GOSTO,,T9325037896,D,A,CAIO DJAY PRODUCAO MUSICAL LTDA,01331618182,I-007524622-7,E,"10,00",SBACEM (066),"20,00",SBACEM (066),
AW0PIQRT,E BOM E EU GOSTO,,T9325037896,G,E,CALEB DIAS CARDOSO JUNIOR LTDA,01219061971,I-006784594-5,E,"5,00",SBACEM (066),"0,00",SBACEM (066),
AW0PIQRT,E BOM E EU GOSTO,,T9325037896,H,F,FM EDIÇÕES MUSICAIS LTDA,AP0AD40R,,E,"5,00",Non-IPI (999),"0,00",Non-IPI (999),
AW0PIQRT,E BOM E EU GOSTO,,T9325037896,I,,MUSICA 360 EDITORA LTDA,01328827822,I-007506197-9,AM,"0,00",SBACEM (066),"40,00",SBACEM (066),
AW0MR2AM,SOU O QUE SOBRA,,,A,,MOURA,AP06Q3S6,,CA,"12,50",Non-IPI (999),"12,50",Non-IPI (999),THOMAS GUEDES
AW0MR2AM,SOU O QUE SOBRA,,,B,,TUNICO,AP06Q3S7,,CA,"12,50",Non-IPI (999),"12,50",Non-IPI (999),THOMAS GUEDES
AW0MR2AM,SOU O QUE SOBRA,,,F,,BLENER MAYCOM MENDANHA,00668083709,I-003483950-2,CA,"12,50",SBACEM (066),"12,50",SBACEM (066),THOMAS GUEDES
AW0MR2AM,SOU O QUE SOBRA,,,G,,WALERIA LEAO DE MORAES,00432051601,I-002054828-9,CA,"12,50",ASSIM (219),"12,50",ASSIM (219),THOMAS GUEDES
AW0MR2AM,SOU O QUE SOBRA,,,C,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"6,25",NS (099),"6,25",NS (099),THOMAS GUEDES
AW0MR2AM,SOU O QUE SOBRA,,,D,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"12,50",NS (099),"12,50",NS (099),THOMAS GUEDES
AW0MR2AM,SOU O QUE SOBRA,,,E,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"12,50",NS (099),"12,50",NS (099),THOMAS GUEDES
AW0MR2AM,SOU O QUE SOBRA,,,H,F | G,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"12,50",UBC (093),"12,50",NS (099),THOMAS GUEDES
AW0MR2AM,SOU O QUE SOBRA,,,I,F | G,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"12,50",UBC (093),"12,50",NS (099),THOMAS GUEDES
AW0MR6GN,3G,,,A,,VINNI MIRANDA,AP062I10,,CA,"10,00",Non-IPI (999),"10,00",Non-IPI (999),DANILO BOTTREL
AW0MR6GN,3G,,,B,,RUAN SOARES,AP061IXP,,CA,"10,00",Non-IPI (999),"10,00",Non-IPI (999),DANILO BOTTREL
AW0MR6GN,3G,,,G,,WALERIA LEAO DE MORAES,00432051601,I-002054828-9,CA,"10,00",ASSIM (219),"10,00",ASSIM (219),DANILO BOTTREL
AW0MR6GN,3G,,,H,,ALEXANDRE DIAS MONTEIRO,00744331358,I-003965226-9,CA,"10,00",ASSIM (219),"10,00",ASSIM (219),DANILO BOTTREL
AW0MR6GN,3G,,,I,,RAFAEL QUADROS DA SILVA,00627516345,I-003229205-8,CA,"10,00",SBACEM (066),"10,00",SBACEM (066),DANILO BOTTREL
AW0MR6GN,3G,,,C,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"5,00",NS (099),"5,00",NS (099),DANILO BOTTREL
AW0MR6GN,3G,,,D,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"10,00",NS (099),"10,00",NS (099),DANILO BOTTREL
AW0MR6GN,3G,,,E,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"5,00",NS (099),"5,00",NS (099),DANILO BOTTREL
AW0MR6GN,3G,,,F,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"10,00",NS (099),"10,00",NS (099),DANILO BOTTREL
AW0MR6GN,3G,,,J,G,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"10,00",UBC (093),"10,00",NS (099),DANILO BOTTREL
AW0MHZVG,MS TEM FUTURO,,T0396126149,A,,JOAO RODRIGUES DE OLIVEIRA,00641479143,I-003310241-7,CA,"50,00",SBACEM (066),"50,00",SBACEM (066),
AW0MHZVG,MS TEM FUTURO,,T0396126149,B,A,REDE PURA COMUNICACAO LTDA,00518002983,I-002553419-2,E,"50,00",UBC (093),"50,00",NS (099),
AW0MVU0L,CUTUCO,,,A,,EDUARDO HENRIQUE MARIN,00842774807,I-004593117-5,CA,"25,00",SBACEM (066),"25,00",SBACEM (066),
AW0MVU0L,CUTUCO,,,B,,LEO BANDEIRA,AP06338F,,CA,"25,00",Non-IPI (999),"25,00",Non-IPI (999),
AW0MVU0L,CUTUCO,,,C,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"25,00",UBC (093),"25,00",NS (099),
AW0MVU0L,CUTUCO,,,D,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"25,00",NS (099),"25,00",NS (099),
