Atlas ID,Original Title,Alternate Titles,ISWC,Chain ID,Chain,IP Name,IPI Name Number,IPI Base Number,IP role,PER Own,PER Soc,MEC Own,MEC Soc,Performers
AW0MHSWJ,HOMEM GALINHA,,T0393009910,A,,DIEGO MARTINS OLIVEIRA DA SILVA,00508729730,I-002500237-1,CA,"50,00",NS (099),"50,00",SBACEM (066),
AW0MHSWJ,HOMEM GALINHA,,T0393009910,B,A,FURACAO 2000 PRODUCOES ARTISTICAS,00477294413,I-002320138-7,E,"50,00",ABRAMUS (201),"50,00",ABRAMUS (201),
AW0J94DQ,ESQUEMA ROLO E BEIJO,ME AMAR DIREITO | ESQUEMA ROLO E BEIJO (ME AMAR DIREITO),T0401681728,A,,PHILIPE RANGEL SANTOS DE CASTRO,00722594929,I-003824597-3,CA,"25,00",SBACEM (066),"0,00",SBACEM (066),
AW0J94DQ,ESQUEMA ROLO E BEIJO,ME AMAR DIREITO | ESQUEMA ROLO E BEIJO (ME AMAR DIREITO),T0401681728,B,,MARCOS GABRIEL AGRA LEONIS,00670542842,I-003499171-2,CA,"25,00",UBC (093),"0,00",NS (099),
AW0J94DQ,ESQUEMA ROLO E BEIJO,ME AMAR DIREITO | ESQUEMA ROLO E BEIJO (ME AMAR DIREITO),T0401681728,C,,ELIAS ANDERSON DE SOUZA,00716706148,I-003787287-8,CA,"25,00",ABRAMUS (201),"0,00",ABRAMUS (201),
AW0J94DQ,ESQUEMA ROLO E BEIJO,ME AMAR DIREITO | ESQUEMA ROLO E BEIJO (ME AMAR DIREITO),T0401681728,D,A,WORK SHOW EDITORA E PRODUCOES MUSICAIS LTDA,00829327516,I-004508009-7,E,"8,33",ABRAMUS (201),"33,32",ABRAMUS (201),
AW0J94DQ,ESQUEMA ROLO E BEIJO,ME AMAR DIREITO | ESQUEMA ROLO E BEIJO (ME AMAR DIREITO),T0401681728,E,,EDITORA CLICHE EIRELI ME,00780782801,I-004196569-7,E,"8,34",UBC (093),"33,36",NS (099),
AW0J94DQ,ESQUEMA ROLO E BEIJO,ME AMAR DIREITO | ESQUEMA ROLO E BEIJO (ME AMAR DIREITO),T0401681728,F,,SOLANGE ALMEIDA PEREIRA BARBOSA ME,00842582721,I-004592030-5,E,"8,33",NS (099),"33,32",SBACEM (066),
AW0MHY8J,VEM COM O CHEFE,,T0396227158,A,,DIEGO MARTINS OLIVEIRA DA SILVA,00508729730,I-002500237-1,CA,"50,00",NS (099),"50,00",SBACEM (066),
AW0MHY8J,VEM COM O CHEFE,,T0396227158,B,A,FURACAO 2000 PRODUCOES ARTISTICAS,00477294413,I-002320138-7,E,"50,00",ABRAMUS (201),"50,00",ABRAMUS (201),
AW0MHY97,ARRASTA ELA PRA CA,,,A,,DOUGLAS FERREIRA DA DNU - SILVA,AP0655UO,,CA,"25,00",Non-IPI (999),"25,00",Non-IPI (999),
AW0MHY97,ARRASTA ELA PRA CA,,,B,,DIEGO MARTINS OLIVEIRA DA SILVA,00508729730,I-002500237-1,CA,"25,00",NS (099),"25,00",SBACEM (066),
AW0MHY97,ARRASTA ELA PRA CA,,,C,A,FURACAO 2000 PRODUCOES ARTISTICAS,00477294413,I-002320138-7,E,"25,00",ABRAMUS (201),"25,00",ABRAMUS (201),
AW0MHY97,ARRASTA ELA PRA CA,,,D,B,FURACAO 2000 PRODUCOES ARTISTICAS,00477294413,I-002320138-7,E,"25,00",ABRAMUS (201),"25,00",ABRAMUS (201),
AW0MAHP1,AMIGO SEU,,T0391396749,A,,APARECIDA DE FATIMA LEAO MORAES,00249319548,I-000327522-5,CA,"35,00",ASSIM (219),"35,00",ASSIM (219),
AW0MAHP1,AMIGO SEU,,T0391396749,B,,MARCELO THEODORO DE AGUIAR,00481748915,I-002346854-2,CA,"37,50",NS (099),"37,50",SBACEM (066),
AW0MAHP1,AMIGO SEU,,T0391396749,C,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"15,00",UBC (093),"15,00",NS (099),
AW0MAHP1,AMIGO SEU,,T0391396749,D,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"12,50",NS (099),"12,50",NS (099),
AW0ME6IM,HORSE MAN,,,A,,ROBERTO LOPES FERIGATO,00296318632,I-001742601-4,CA,"25,00",ABRAMUS (201),"25,00",ABRAMUS (201),
AW0ME6IM,HORSE MAN,,,B,,RUBENS ARJONA OSORIO,00593672900,I-003011099-5,CA,"25,00",SBACEM (066),"25,00",SBACEM (066),
AW0ME6IM,HORSE MAN,,,C,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"25,00",UBC (093),"25,00",NS (099),
AW0ME6IM,HORSE MAN,,,D,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"25,00",UBC (093),"25,00",NS (099),
AW0PDYWU,OCULOS ESCURO,,T0392627916,A,,ALEX DE OLIVEIRA BRAGA,00530101032,I-002621563-2,CA,"100,00",SBACEM (066),"100,00",SBACEM (066),
AW0PE705,MENINA DOS OLHOS DE DEUS,,T0396382889,A,,ALEX DE OLIVEIRA BRAGA,00530101032,I-002621563-2,CA,"50,00",SBACEM (066),"50,00",SBACEM (066),
AW0PE705,MENINA DOS OLHOS DE DEUS,,T0396382889,B,,MARCIA DE OLIVEIRA BRAGA,01055054488,I-005690201-1,CA,"50,00",ABRAMUS (201),"50,00",ABRAMUS (201),
AW0MEF9Z,DAYLIGHT,,,A,,VALQUIRIA CRISTINA GENU DE ANDRADE,00296278809,I-001742336-6,CA,"25,00",SBACEM (066),"25,00",SBACEM (066),
AW0MEF9Z,DAYLIGHT,,,B,,ROBERTO LOPES FERIGATO,00296318632,I-001742601-4,CA,"25,00",ABRAMUS (201),"25,00",ABRAMUS (201),
AW0MEF9Z,DAYLIGHT,,,C,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"25,00",UBC (093),"25,00",NS (099),
AW0MEF9Z,DAYLIGHT,,,D,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"25,00",UBC (093),"25,00",NS (099),
AW0MAI34,LOVE IS YOU,,,A,,HARDAT PERSAUD,00441327680,I-002107645-7,CA,"35,00",SBACEM (066),"35,00",SBACEM (066),
AW0MAI34,LOVE IS YOU,,,B,,MARIO LUCIO MARQUES DOS SANTOS,00431884353,I-002053901-7,CA,"35,00",UBC (093),"35,00",NS (099),
AW0MAI34,LOVE IS YOU,,,C,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"15,00",UBC (093),"15,00",NS (099),
AW0MAI34,LOVE IS YOU,,,D,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"15,00",UBC (093),"15,00",NS (099),
AW0MAI35,OUR LOVE,,,A,,HARDAT PERSAUD,00441327680,I-002107645-7,CA,"35,00",SBACEM (066),"35,00",SBACEM (066),
AW0MAI35,OUR LOVE,,,B,,MARIO LUCIO MARQUES DOS SANTOS,00431884353,I-002053901-7,CA,"35,00",UBC (093),"35,00",NS (099),
AW0MAI35,OUR LOVE,,,C,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"15,00",UBC (093),"15,00",NS (099),
AW0MAI35,OUR LOVE,,,D,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"15,00",UBC (093),"15,00",NS (099),
AW0MAITM,MALANDRO E MALANDRO MESMO,,,A,,ARY ALVES DE SOUZA,00066541668,I-001620553-9,CA,"25,00",UBC (093),"25,00",NS (099),
AW0MAITM,MALANDRO E MALANDRO MESMO,,,B,,OTACILIO DE SOUZA,00060023532,I-000207198-7,CA,"25,00",SBACEM (066),"25,00",SBACEM (066),
AW0MAITM,MALANDRO E MALANDRO MESMO,,,C,A | B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"25,00",UBC (093),"25,00",NS (099),
AW0MAITM,MALANDRO E MALANDRO MESMO,,,D,A | B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"25,00",UBC (093),"25,00",NS (099),
AW0MAJAR,LUNDU DA RAPARIGA,,,A,,JOEL MENEZES LOURENCO,00060273208,I-000218883-0,CA,"37,50",SBACEM (066),"37,50",SBACEM (066),
AW0MAJAR,LUNDU DA RAPARIGA,,,B,,TOTONHO,00443770551,I-002120663-1,CA,"37,50",SOCINPRO (189),"37,50",NS (099),
AW0MAJAR,LUNDU DA RAPARIGA,,,E,,ANTONIO CARLOS DE OLIVEIRA,00065909156,I-000307198-3,CA,"37,50",SICAM (086),"37,50",SICAM (086),
AW0MAJAR,LUNDU DA RAPARIGA,,,C,A | E,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"12,50",UBC (093),"12,50",NS (099),
AW0MAJAR,LUNDU DA RAPARIGA,,,D,A | B | E,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"12,50",UBC (093),"12,50",NS (099),
AW0MAJB5,LUZ DO TEU OLHAR,,T0390805829,A,,ARLINDO DOMINGOS DA CRUZ FILHO,00240126222,I-000230289-6,CA,"37,50",UBC (093),"37,50",NS (099),
AW0MAJB5,LUZ DO TEU OLHAR,,T0390805829,B,,JOSE FRANCO LATTARI,00211557793,I-000238248-9,CA,"37,50",SBACEM (066),"37,50",SBACEM (066),
AW0MAJB5,LUZ DO TEU OLHAR,,T0390805829,C,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"12,50",UBC (093),"12,50",NS (099),
AW0MAJB5,LUZ DO TEU OLHAR,,T0390805829,D,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"12,50",UBC (093),"12,50",NS (099),
AW0MAJB9,JUNTOS PARA AMAR,,,A,,JOAO AUGUSTO CEZAR,00656322642,I-003407311-3,CA,"25,00",SBACEM (066),"25,00",SBACEM (066),
AW0MAJB9,JUNTOS PARA AMAR,,,B,,MARCIO ANTONIO FERREIRA DE OLIVEIRA,00212402432,I-000010181-3,CA,"25,00",UBC (093),"25,00",ADDAF (002),
AW0MAJB9,JUNTOS PARA AMAR,,,C,,DALVEMIR BANDEIRA ALCOFORADO,00055540194,I-000399907-1,CA,"25,00",NS (099),"25,00",ADDAF (002),
AW0MAJB9,JUNTOS PARA AMAR,,,D,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"8,33",UBC (093),"8,33",NS (099),
AW0MAJB9,JUNTOS PARA AMAR,,,E,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"8,33",UBC (093),"8,33",NS (099),
AW0MAJB9,JUNTOS PARA AMAR,,,F,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"8,33",NS (099),"8,33",NS (099),
AW0PF3AW,ES A GRACA EM MIM,,T0404268876,A,,NILSON WESLEI DOS SANTOS ALBERTO,00830128570,I-004512767-9,CA,"50,00",NS (099),"50,00",SBACEM (066),SANTOS WESLEI | WESLEI SANTOS | WESLEI SANTOS WESLEI SANTOS | WESLEIWESLEI
AW0PF3AW,ES A GRACA EM MIM,,T0404268876,B,A,MAURICIO DE SOUZA SOARES ME,01147944728,I-006309992-1,E,"50,00",NS (099),"50,00",NS (099),SANTOS WESLEI | WESLEI SANTOS | WESLEI SANTOS WESLEI SANTOS | WESLEIWESLEI
AW0OJBXO,AMIGO,,,A,,GABRIELA DA SILVA GOMES,00699922667,I-003682815-4,CA,"25,00",UBC (093),"0,00",SBACEM (066),GABRIELA GOMES
AW0OJBXO,AMIGO,,,B,,JESSE PERAO,AP06XWMZ,,CA,"25,00",Non-IPI (999),"0,00",Non-IPI (999),GABRIELA GOMES
AW0OJBXO,AMIGO,,,C,A,GB MUSIC E PRODUCOES LTDA,01106780964,I-006042153-4,E,"25,00",UBC (093),"50,00",SBACEM (066),GABRIELA GOMES
AW0OJBXO,AMIGO,,,D,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"25,00",NS (099),"50,00",NS (099),GABRIELA GOMES
AW0OQ578,ELE VIRA,,,A,,GABRIELA DA SILVA GOMES,00699922667,I-003682815-4,CA,"25,00",UBC (093),"0,00",SBACEM (066),GABRIELA GOMES
AW0OQ578,ELE VIRA,,,B,,HANANIEL EDUARDO,AP06EQ1L,,CA,"25,00",Non-IPI (999),"0,00",Non-IPI (999),GABRIELA GOMES
AW0OQ578,ELE VIRA,,,C,A,GB MUSIC E PRODUCOES LTDA,01106780964,I-006042153-4,E,"25,00",UBC (093),"50,00",SBACEM (066),GABRIELA GOMES
AW0OQ578,ELE VIRA,,,D,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"25,00",NS (099),"50,00",NS (099),GABRIELA GOMES
AW0OQ59V,ESPONTANEO,,,A,,GABRIELA DA SILVA GOMES,00699922667,I-003682815-4,CA,"50,00",UBC (093),"0,00",SBACEM (066),GABRIELA GOMES
AW0OQ59V,ESPONTANEO,,,B,A,GB MUSIC E PRODUCOES LTDA,01106780964,I-006042153-4,E,"50,00",UBC (093),"100,00",SBACEM (066),GABRIELA GOMES
AW0OQNJ0,A BIBLIA QUE O MUNDO VAI LER,,,A,,GABRIELA DA SILVA GOMES,00699922667,I-003682815-4,CA,"50,00",UBC (093),"0,00",SBACEM (066),
AW0OQNJ0,A BIBLIA QUE O MUNDO VAI LER,,,B,A,GB MUSIC E PRODUCOES LTDA,01106780964,I-006042153-4,E,"50,00",UBC (093),"100,00",SBACEM (066),
AW0OQOA3,ME ATRAIU,,,A,,GABRIELA DA SILVA GOMES,00699922667,I-003682815-4,CA,"50,00",UBC (093),"0,00",SBACEM (066),
AW0OQOA3,ME ATRAIU,,,B,A,GB MUSIC E PRODUCOES LTDA,01106780964,I-006042153-4,E,"50,00",UBC (093),"100,00",SBACEM (066),
AW0OQOEH,O MEU PAI E BOM,,,A,,GABRIELA DA SILVA GOMES,00699922667,I-003682815-4,CA,"50,00",UBC (093),"0,00",SBACEM (066),
AW0OQOEH,O MEU PAI E BOM,,,B,A,GB MUSIC E PRODUCOES LTDA,01106780964,I-006042153-4,E,"50,00",UBC (093),"100,00",SBACEM (066),
AW0OQP2F,O DEUS QUE EU SIRVO,,,A,,GABRIELA DA SILVA GOMES,00699922667,I-003682815-4,CA,"25,00",UBC (093),"0,00",SBACEM (066),
AW0OQP2F,O DEUS QUE EU SIRVO,,,B,,MARCOS LUIZ FERREIRA GOMES,AP077NLV,,CA,"45,00",Non-IPI (999),"0,00",Non-IPI (999),
AW0OQP2F,O DEUS QUE EU SIRVO,,,C,A,GB MUSIC E PRODUCOES LTDA,01106780964,I-006042153-4,E,"25,00",UBC (093),"50,00",SBACEM (066),
AW0OQP2F,O DEUS QUE EU SIRVO,,,D,B,ADAGGIO EDITORA MUSICAL LTDA,01085340174,I-005898004-2,E,"5,00",UBC (093),"50,00",NS (099),
AW0MAJHG,FUNKADARIA,,,A,,MARCELO DE OLIVEIRA AQUINO,00431731485,I-002053308-6,CA,"35,00",SBACEM (066),"35,00",SBACEM (066),
AW0MAJHG,FUNKADARIA,,,B,,RUI MOTA GODOY,00651564934,I-003375773-0,CA,"35,00",NS (099),"25,00",NS (099),
AW0MAJHG,FUNKADARIA,,,C,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"15,00",UBC (093),"15,00",NS (099),
AW0MAJHG,FUNKADARIA,,,D,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"15,00",UBC (093),"25,00",NS (099),
AW0MFMX7,ESTRELA,,T0390432866,A,,RENATO VARGAS AUGUSTO,00203119619,I-000198881-2,CA,"50,00",SBACEM (066),"50,00",SBACEM (066),
AW0MFMX7,ESTRELA,,T0390432866,B,A,DECK PRODUCOES ARTISTICAS LTDA,00274223968,I-000016232-1,E,"50,00",ABRAMUS (201),"50,00",ABRAMUS (201),
AW0MFNTM,SO COM VOCE,,T0390432355,A,,REINALDO VARGAS AUGUSTO,00203118916,I-000271461-4,CA,"25,00",AMAR (030),"25,00",AMAR (030),
AW0MFNTM,SO COM VOCE,,T0390432355,B,,RENATO VARGAS AUGUSTO,00203119619,I-000198881-2,CA,"25,00",SBACEM (066),"25,00",SBACEM (066),
AW0MFNTM,SO COM VOCE,,T0390432355,C,A,DECK PRODUCOES ARTISTICAS LTDA,00274223968,I-000016232-1,E,"25,00",ABRAMUS (201),"25,00",ABRAMUS (201),
AW0MFNTM,SO COM VOCE,,T0390432355,D,B,DECK PRODUCOES ARTISTICAS LTDA,00274223968,I-000016232-1,E,"25,00",ABRAMUS (201),"25,00",ABRAMUS (201),
AW0MFVGL,VIDA,,T0390431921,A,,REINALDO VARGAS AUGUSTO,00203118916,I-000271461-4,CA,"25,00",AMAR (030),"25,00",AMAR (030),
AW0MFVGL,VIDA,,T0390431921,B,,RENATO VARGAS AUGUSTO,00203119619,I-000198881-2,CA,"25,00",SBACEM (066),"25,00",SBACEM (066),
AW0MFVGL,VIDA,,T0390431921,C,A,DECK PRODUCOES ARTISTICAS LTDA,00274223968,I-000016232-1,E,"25,00",ABRAMUS (201),"25,00",ABRAMUS (201),
AW0MFVGL,VIDA,,T0390431921,D,B,DECK PRODUCOES ARTISTICAS LTDA,00274223968,I-000016232-1,E,"25,00",ABRAMUS (201),"25,00",ABRAMUS (201),
AW0MEQ7T,O NOSSO DESTINO,,T0426762233,A,,LUCIANA PAULA JAGAS BROWNE,00279843018,I-000022131-6,CA,"12,50",ABRAMUS (201),"12,50",ABRAMUS (201),
AW0MEQ7T,O NOSSO DESTINO,,T0426762233,B,,ALEXANDRE DOS SANTOS GUIMARAES,00293858903,I-000031112-4,CA,"12,50",ABRAMUS (201),"12,50",ABRAMUS (201),
AW0MEQ7T,O NOSSO DESTINO,,T0426762233,C,,DANIEL FIGUEIREDO LACERDA,01087674123,I-002087816-2,CA,"12,50",ABRAMUS (201),"12,50",ABRAMUS (201),
AW0MEQ7T,O NOSSO DESTINO,,T0426762233,D,,LEO LOURENCO DA SILVA,00045842670,I-000107226-8,CA,"12,50",SBACEM (066),"12,50",SBACEM (066),
AW0MEQ7T,O NOSSO DESTINO,,T0426762233,E,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"12,50",UBC (093),"12,50",NS (099),
AW0MGXYO,CURTO CIRCUITO,,,A,,CLAUDEMIR DA SILVA,00611704388,I-003125196-2,CA,"25,00",SBACEM (066),"25,00",SBACEM (066),
AW0MGXYO,CURTO CIRCUITO,,,B,,FELIPE SILVA PINTO,00496111255,I-002428104-5,CA,"25,00",SOCINPRO (189),"25,00",NS (099),
AW0MGXYO,CURTO CIRCUITO,,,C,A,DECK PRODUCOES ARTISTICAS LTDA,00274223968,I-000016232-1,E,"25,00",ABRAMUS (201),"25,00",ABRAMUS (201),
AW0MGXYO,CURTO CIRCUITO,,,D,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"25,00",UBC (093),"25,00",NS (099),
AW0MGZQY,A ARCA,,T0397031547,A,,CLOVIS ENCARNACAO DE PINHO,00481725834,I-002346703-8,CA,"75,00",SOCINPRO (189),"75,00",SBACEM (066),
AW0MGZQY,A ARCA,,T0397031547,B,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"25,00",UBC (093),"25,00",NS (099),
AW0MHCEV,O DONO DO MORRO,,T0397138429,A,,CLAUDEMIR DA SILVA,00611704388,I-003125196-2,CA,"50,00",SBACEM (066),"50,00",SBACEM (066),
AW0MHCEV,O DONO DO MORRO,,T0397138429,B,A,DECK PRODUCOES ARTISTICAS LTDA,00274223968,I-000016232-1,E,"50,00",ABRAMUS (201),"50,00",ABRAMUS (201),
AW0MHEMW,PRECISO DE UMA CHANCE,,T0397533300,A,,EMERSON PINHEIRO DA CRUZ,00261445675,I-000252623-8,CA,"18,75",SBACEM (066),"18,75",SBACEM (066),
AW0MHEMW,PRECISO DE UMA CHANCE,,T0397533300,B,,FERNANDA BRUM COSTA DA CRUZ,00261442488,I-000206208-8,CA,"18,75",SBACEM (066),"18,75",SBACEM (066),
AW0MHEMW,PRECISO DE UMA CHANCE,,T0397533300,C,,KLEBER LUCAS,AP06312E,,CA,"25,00",Non-IPI (999),"25,00",Non-IPI (999),
AW0MHEMW,PRECISO DE UMA CHANCE,,T0397533300,D,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"25,00",NS (099),"25,00",NS (099),
AW0MIFUM,ROCA ROCA,,T0397064888,A,,FABIANO ALMEIDA OLIVEIRA,00577350526,I-002909790-1,CA,"25,00",SBACEM (066),"25,00",SBACEM (066),
AW0MIFUM,ROCA ROCA,,T0397064888,B,,THIAGO JORGE ROSA DOS SANTOS,00580296924,I-002929889-1,CA,"25,00",SOCINPRO (189),"25,00",NS (099),
AW0MIFUM,ROCA ROCA,,T0397064888,C,A,FURACAO 2000 PRODUCOES ARTISTICAS,00477294413,I-002320138-7,E,"25,00",ABRAMUS (201),"25,00",ABRAMUS (201),
AW0MIFUM,ROCA ROCA,,T0397064888,D,B,FURACAO 2000 PRODUCOES ARTISTICAS,00477294413,I-002320138-7,E,"25,00",ABRAMUS (201),"25,00",ABRAMUS (201),
AW0MHNPE,CURSO BAO,,T0396238097,A,,INEZ DOMINGOS STADLER,00633157755,I-003259397-6,CA,"75,00",SBACEM (066),"75,00",SBACEM (066),
AW0MHNPE,CURSO BAO,,T0396238097,B,A,REDE PURA COMUNICACAO LTDA,00518002983,I-002553419-2,E,"25,00",UBC (093),"25,00",NS (099),
AW0MHQI1,EMPINADINHA,,T0396133122,A,,FABIANO ALMEIDA OLIVEIRA,00577350526,I-002909790-1,CA,"25,00",SBACEM (066),"25,00",SBACEM (066),
AW0MHQI1,EMPINADINHA,,T0396133122,B,,WAGNER LAUREANO DA SILVA,00476459900,I-002315355-9,CA,"25,00",UBC (093),"25,00",NS (099),
AW0MHQI1,EMPINADINHA,,T0396133122,C,A,FURACAO 2000 PRODUCOES ARTISTICAS,00477294413,I-002320138-7,E,"25,00",ABRAMUS (201),"25,00",ABRAMUS (201),
AW0MHQI1,EMPINADINHA,,T0396133122,D,B,FURACAO 2000 PRODUCOES ARTISTICAS,00477294413,I-002320138-7,E,"25,00",ABRAMUS (201),"25,00",ABRAMUS (201),
AW0MHQH2,VEM QUEBRANDO,,T0395928343,A,,EWERTON LUIZ DA SILVA DNU - CHAGAS,AP0655V4,,CA,"25,00",Non-IPI (999),"25,00",Non-IPI (999),
AW0MHQH2,VEM QUEBRANDO,,T0395928343,B,,WASHINGTON LUIS GOMES DE LIMA,00517176650,I-002548495-9,CA,"25,00",ABRAMUS (201),"25,00",SBACEM (066),
AW0MHQH2,VEM QUEBRANDO,,T0395928343,C,A,FURACAO 2000 PRODUCOES ARTISTICAS,00477294413,I-002320138-7,E,"25,00",ABRAMUS (201),"25,00",ABRAMUS (201),
AW0MHQH2,VEM QUEBRANDO,,T0395928343,D,B,FURACAO 2000 PRODUCOES ARTISTICAS,00477294413,I-002320138-7,E,"25,00",ABRAMUS (201),"25,00",ABRAMUS (201),
AW0MI9EK,1000 GRAUS,,T0398917935,A,,CLOVIS ENCARNACAO DE PINHO,00481725834,I-002346703-8,CA,"50,00",SOCINPRO (189),"50,00",SBACEM (066),
AW0MI9EK,1000 GRAUS,,T0398917935,B,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"50,00",UBC (093),"50,00",NS (099),
AW0MIBEP,SAMBA BOM DEMAIS,,T0390496726,A,,JOAO BATISTA DE ALCANTARA,00255588334,I-001620667-8,CA,"16,67",SBACEM (066),"16,67",SBACEM (066),
AW0MIBEP,SAMBA BOM DEMAIS,,T0390496726,B,,JORGE ARAGAO DA CRUZ,00045267873,I-000262113-6,CA,"16,67",UBC (093),"16,67",NS (099),
AW0MIBEP,SAMBA BOM DEMAIS,,T0390496726,C,,ROBERTO BATALHA MENESCAL,00020483516,I-001620813-0,CA,"16,67",ABRAMUS (201),"16,67",ABRAMUS (201),
AW0MIBEP,SAMBA BOM DEMAIS,,T0390496726,D,A,NOWA PRODUCOES ARTISTICAS LTDA,00264763150,I-000112898-7,E,"16,66",ABRAMUS (201),"16,66",SESAC Inc. (071),
AW0MIBEP,SAMBA BOM DEMAIS,,T0390496726,E,C,ALBATROZ DISCOS LTDA,00264763052,I-000037792-2,E,"16,67",ABRAMUS (201),"16,67",ABRAMUS (201),
AW0MIAMP,ZUEIRA,,T0397382590,A,,RONALDO BARCELLOS DA SILVA,00088902145,I-000553975-1,CA,"37,50",SBACEM (066),"37,50",SBACEM (066),
AW0MIAMP,ZUEIRA,,T0397382590,B,,LEANDRO FAB,AP060FD2,,CA,"25,00",Non-IPI (999),"25,00",Non-IPI (999),
AW0MIAMP,ZUEIRA,,T0397382590,C,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"12,50",UBC (093),"12,50",NS (099),
AW0MIAMP,ZUEIRA,,T0397382590,D,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"25,00",NS (099),"25,00",NS (099),
AW0MGDA9,O SOM DA NOSSA BATUCADA,SOM DA NOSSA BATUCADA,T0395551560,A,,CLAUDEMIR DA SILVA,00611704388,I-003125196-2,CA,"50,00",SBACEM (066),"50,00",SBACEM (066),
AW0MGDA9,O SOM DA NOSSA BATUCADA,SOM DA NOSSA BATUCADA,T0395551560,B,,ROSIL SOARES GLORIA,AP07VF0W,,CA,"37,50",Non-IPI (999),"37,50",Non-IPI (999),
AW0MGOAV,ESTOU AQUI,,T0395844480,A,,NADIA OLIVEIRA DA SILVA,00577003258,I-002907323-0,CA,"35,00",NS (099),"35,00",NS (099),
AW0MGOAV,ESTOU AQUI,,T0395844480,B,,SINVAL MARTINS CRUZ,00224840876,I-000084541-8,CA,"50,00",SBACEM (066),"50,00",SBACEM (066),
AW0MGOAU,QUEM TU ES,,T0393699892,A,,NADIA OLIVEIRA DA SILVA,00577003258,I-002907323-0,CA,"50,00",NS (099),"50,00",NS (099),
AW0MGOAU,QUEM TU ES,,T0393699892,B,,SINVAL MARTINS CRUZ,00224840876,I-000084541-8,CA,"50,00",SBACEM (066),"50,00",SBACEM (066),
AW0MALDC,BAR DA ESQUINA,,,A,,JOAO BATISTA DE ALCANTARA,00255588334,I-001620667-8,CA,"37,50",SBACEM (066),"37,50",SBACEM (066),
AW0MALDC,BAR DA ESQUINA,,,B,,JORGE ARAGAO DA CRUZ,00045267873,I-000262113-6,CA,"37,50",UBC (093),"37,50",NS (099),
AW0MALDC,BAR DA ESQUINA,,,C,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"12,50",UBC (093),"12,50",NS (099),
AW0MALDC,BAR DA ESQUINA,,,D,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"12,50",UBC (093),"12,50",NS (099),
AW0MJ66V,FEEDBACK,,T0429782251,A,,CLAUDEMIR DA SILVA,00611704388,I-003125196-2,CA,"25,00",SBACEM (066),"25,00",SBACEM (066),
AW0MJ66V,FEEDBACK,,T0429782251,B,,LUIS CLAUDIO PAULINO DE ALMEIDA,00453190958,I-002176210-5,CA,"25,00",UBC (093),"25,00",NS (099),
AW0MJ66V,FEEDBACK,,T0429782251,C,A,DECK PRODUCOES ARTISTICAS LTDA,00274223968,I-000016232-1,E,"25,00",ABRAMUS (201),"25,00",ABRAMUS (201),
